,Unnamed: 0,Unnamed: 0.1,link,summary,purpose,lex_rank,edmunson,lead_cm,prsummarizer
565,565,136583441,https://api.github.com/repos/h1u2i3/exq_ui,"UI Dashboard for Exq, a job processing library for Elixir.  Exq UI provides the UI dashboard to display stats on job processing.",display stats on job processing ,getting started see exq for using the exq library.,exqui exqui provides a ui dashboard for exq a job processing library compatible with resque sidekiq for the elixir language.,exqui exqui provides a ui dashboard for exq a job processing library compatible with resque sidekiq for the elixir language. exqui allow you to see,ui dashboard for exq a job processing library to configure a job library
566,566,136908941,https://api.github.com/repos/irtyamine/democracyos,DemocracyOS is an online space for deliberation and voting on political proposals. The software aims to stimulate better arguments and come to better rulings.  ,better rulings ,the projects official site.,democracyos democracyos is an online space for deliberation and voting on political proposals.,democracyos democracyos is an online space for deliberation and voting on political proposals. it is a platform for a more open and participatory government.the software,is an online space for deliberation and voting on political
567,567,137092193,https://api.github.com/repos/monsterdaf/FooTable,jQuery plugin to make HTML tables responsive,make HTML tables responsive,added in three new methods for the sorting component footable.sortingtoggleallowedstate footable.sortinghaschanged and footable.sortingreset.,footable v3 this is a complete rewrite of the plugin.,footable v3 this is a complete rewrite of the plugin. there is no upgrade path from v2 to v3 at present as the options and,is a complete rewrite of the selector to try at the filtering ui
568,568,136645421,https://api.github.com/repos/liueast/CircularAnim,"Android ripple animation helper, easy to create Circular Reveal. | Android水波动画帮助类，轻松实现View show/hide/startActivity()特效。(0.4.6)",create Circular Reveal Android水波动画帮助类，轻松实现View showhidestartActivity 特效。 046 ,circularanim english 中文 首先来看一个ui动效图。 效果图是是dribbble上看到的，原作品在此。 我所实现的效果如下： watch on youtube compile 最新可用版本 so你可以如下compile该项目，也可以直接把这个类 circularanim 拷贝到项目里去。 add this to the the project level build.gradle file add the dependency to the the app level build.gradle file 使用方法 为了使用起来简单，我将动画封装成circularanim.,circularanim english 中文 首先来看一个ui动效图。 效果图是是dribbble上看到的，原作品在此。 我所实现的效果如下： watch on youtube compile 最新可用版本 so你可以如下compile该项目，也可以直接把这个类 circularanim 拷贝到项目里去。 add this to the the project level build.gradle file add the dependency to the the app level build.gradle file 使用方法 为了使用起来简单，我将动画封装成circularanim.,circularanim english 中文 首先来看一个ui动效图。 效果图是是dribbble上看到的，原作品在此。 我所实现的效果如下： watch on youtube compile 最新可用版本 so你可以如下compile该项目，也可以直接把这个类 circularanim 拷贝到项目里去。 add this to the the project level build.gradle file add the,[UNK] to the the project to develop the project for the the app for the project level
569,569,137363412,https://api.github.com/repos/erlef/eef-observability-wg,Project for tracking the work of the Observability Working Group,tracking the work of the Observability Working Group,vmstats tiny erlang app to generate information on the erlang vm tracing appsignal appsignal elixir integration package for gathering metrics errors and traces new relic new relics elixir agent supports metrics errors and distributed tracing opencenus on hold see opentelemetry implementation of googles opencensus.io tracing and monitoring with broad range of integrations absinthe datadog apm dogstatsd elixir elli google reporter honeycomb influxdb jaeger plug prometheus telemetry opentelemetry implementation of cncf opentelemetry for erlang and elixir otter opentracing integration library for erlang spandex on hold see opentelemetry tracing library for elixir which supports datadog apm.,eef observability wg project for tracking the work of the observability working group current wg projects telemetry opentelemetry awesome beam observability the curated list of tools for monitoring instrumenting and tracing applications that run on beam.,eef observability wg project for tracking the work of the observability working group current wg projects telemetry opentelemetry awesome beam observability the curated list of,wg project for tracking the work of the observability working
570,570,137509911,https://api.github.com/repos/AkatsukiSirius/Essential-Books,This repository contains books from different topics and perfect enough to give developers a boost in understanding the concepts of Data Science and Artificial Intelligence(other topics are also included but main highlights are these two).,give developers a boost in understanding the concepts of Data Science and Artificial Intelligence other topics are also included but main highlights are these two ,it helps the admins if you comment in the pr as to why you think the book is free.,essentialbooks this repository contains books from different topics and perfect enough to give developers a boost in understanding the concepts of data science and artificial intelligenceother topics are also included but main highlights are these two.,essentialbooks this repository contains books from different topics and perfect enough to give developers a boost in understanding the concepts of data science and artificial,books repository contains books from different topics and perfect enough to give developers a boost in understanding the concepts of data science topics
571,571,137358529,https://api.github.com/repos/SC2Mitch/AzuraCast,"A self-hosted web radio management suite, including turnkey installer tools for the full radio software stack and a modern, easy-to-use web app to manage your stations.",manage your stations ,once installed every aspect of your radio station can be managed via azuracasts web interface.,azuracast a selfhosted web radio manager azuracast is a selfhosted allinone web radio management suite.,azuracast a selfhosted web radio manager azuracast is a selfhosted allinone web radio management suite. using its easy installer and powerful but intuitive web interface,selfhosted web manager to web a selfhosted web hooks
572,572,136871024,https://api.github.com/repos/android-clojure/Clojure-Android-Examples,Code to accompany my “Creating Android applications with Clojure” series of posts,accompany my “ Creating Android applications with Clojure ” series of posts,redistributions in binary form must reproduce the above copyright notice this list of conditions and the following disclaimer in the documentation andor other materials provided with the distribution.,examples for creating android applications with clojure this repository contains the example code to illustrate the techniques described in creating android applications with clojure.,examples for creating android applications with clojure this repository contains the example code to illustrate the techniques described in creating android applications with clojure. you,examples for creating android applications with clojure
573,573,137544242,https://api.github.com/repos/bigpig2013/163MusicToSpotify,Enable you to convert your favorite 163 music playlist to Spotify,Spotify,2. download the python script to your computer and make sure you have python installed.,163musicspider this tiny program enables you to download your favorite 163 music playlists.,163musicspider this tiny program enables you to download your favorite 163 music playlists. to achieve this goal following the steps as follow 1. get the,tiny program enables you to download your favorite 163 music playlists to achieve
574,574,136988537,https://api.github.com/repos/V4ms1/Learn-Chef,Learn how to setup Hosted Chef Server to manage AWS EC2 Instances,manage AWS EC2 Instances,sh knife node runlist add chefnode01 recipelearnhttpd run chefclient from your node to run the recipe.,howto setup chef to manage your servers.,howto setup chef to manage your servers. this tutorial will assist you in setting up a hosted at chef.io running on aws as ec2 instances.,setup tutorial to manage your servers
575,575,137502252,https://api.github.com/repos/wumohai/SpriteDicing,Unity extension for reusing sprite texture areas,reusing sprite texture areas,either download package from the link above or extract folder from the repository project – it contains all the required assets other stuff is just for testing purposes.,download package for unity 2018.1 and later spritedicing.unitypackage.,download package for unity 2018.1 and later spritedicing.unitypackage. check releases for previous versions support. please be aware that you dont need to clone the whole,is an editor extension for unity game engine which allows to split a set of large sprite textures
576,576,136601905,https://api.github.com/repos/caixunbao2018/pandas-cookbook,Recipes for using Python's pandas library,using Python s pandas library,once you have pandas and ipython you can get going a tab should open up in your browser at happy pandas running the cookbook inside docker container.,pandas cookbook pandas is a python library for doing data analysis.,pandas cookbook pandas is a python library for doing data analysis. its really fast and lets you do exploratory work incredibly quickly. the goal of,python library for doing data analysis
577,577,136846782,https://api.github.com/repos/guibot17/ng-toolkit,:star: Angular tool-box! Start your PWA in two steps! Add Serverless support for existing projects and much more,existing projects and much more,find out more about the boilerplate here.,ngtoolkit this project has two faces first a angular universal pwa boilerplate prepared for easy deployment on serverless environment.,ngtoolkit this project has two faces first a angular universal pwa boilerplate prepared for easy deployment on serverless environment. the boilerplate contains all of the,project boilerplate prepared for easy deployment on serverless environment
578,578,137275006,https://api.github.com/repos/rgranotbgu/AHILLS,Package to analyze seafloor abyssal hills morphology,analyze seafloor abyssal hills morphology,2 run plottersrt.pl 3 visually inspect these files together a output2.hillshape.track.txt the result files b plot.pdf bathymetric map c the plots png files of the crosssections in output2 folder third final step processing the results 1 copy output2.hillshape.track.txt to the ‘shapeanalysisresults’ directory 2 move to the ‘shapeanalysisresults’ directory 3 if your track covers only one side of the mid ocean ridge open “shapedataanalysis1morside.ipynb” with ipythonjupyter notebook.,steps to running the ridgelet transform method downey and clayton g3 2007 shape analysis feb 2019 shai roth shairot12gmail.com the following codes were designed to work on mac osx 10.12 machine you should have the following software installed on your computer 1 gmt version 5 or later 2 mbsystem version 5.5 or later 3 python 2.7 with the following modules a numpy b matplotlib c sys d subprocess e ipythonjupyter notebook for final processing f bokeh for final processing 4 matlab 2015a or later 5 gcc you need to download th two folders.,steps to running the ridgelet transform method downey and clayton g3 2007 shape analysis feb 2019 shai roth shairot12gmail.com the following codes were designed to,steps to running the ridgelet transform method and clayton
579,579,137525067,https://api.github.com/repos/Sandural/youtube-srt-to-txt,youtube srt file convert to en and ch txt file,en and ch txt file,按行读取文件（逐行读取） 按行写入文件（逐行写入） 实战：从字幕文件中提取字幕内容 wait 2016年11月15日 星期二 使用的开发集成环境：pycharm 2016.1.4 使用的python的版本：python 2.7.10 知识点：python 按行读取文件 读取整个文件的内容 读取一行的内容（按行读文件的内容） 参考网站： python逐行读取文件内容 httpwww.cnblogs.comsysuoyjarchive201203142395789.html 缺点：它依赖于前后文的关系，所以不能获取指定行的内容。 读取一行的内容 和 行号 参考网站： python读取文件同时输出行号和内容 httpoutofmemory.cncodesnippet3222pythonduqufiletongshioutputxinghaocontent 缺点：虽然这段代码可以获取到指定行的内容，但是，使用函数获取指定行内容的代价是：需要对所有行依次进行编号，可想运算量之大。 读取指定行的内容 参考网站： python 从指定行读取数据 httpblog.163.comxiaowei090513blogstatic11771835920140251257802 优点：读取的是缓存内的数据，速度快，并且代码简单。 知识点：python 按行写入文件 参考网站： python文件读写 httpcxymrzero.github.ioblog20150319pythonfile python读写文件 httpblog.csdn.netaduptarticledetails4435615 写一行（新建文件、替换现有文件） 执行输出： 这段代码的执行：如果有这个文件，那就将现有的文件里面的内容全部自动清空；如果没有这个文件，那就自动新建一个文件。 写一行（在原有文件后面追加写入） 输出： 实战：从字幕文件中提取字幕内容 github源代码网址：httpsgithub.comaobojaingyoutubesrttotxt 如何获取字幕文件 参考网站：httpswww.youtube.comwatchvd9ctcc2axcw 视频网站： httpswww.youtube.com 字幕提取网站：httpmo.dbxdb.comsetting.html 设计思路 输入是英文字幕文件和中文字幕文件，输出是英文配中文的txt文件 英文字幕文件 中文字幕文件 输出：英文配中文的txt文件 代码 运行输出 youtube subtitles download by mo.dbxdb.com youtube subtitles download by mo.dbxdb.com in this video i would like to explain the functionality of servos and how to convert conventional dc motors into homebuilt servos.,按行读取文件（逐行读取） 按行写入文件（逐行写入） 实战：从字幕文件中提取字幕内容 wait 2016年11月15日 星期二 使用的开发集成环境：pycharm 2016.1.4 使用的python的版本：python 2.7.10 知识点：python 按行读取文件 读取整个文件的内容 读取一行的内容（按行读文件的内容） 参考网站： python逐行读取文件内容 httpwww.cnblogs.comsysuoyjarchive201203142395789.html 缺点：它依赖于前后文的关系，所以不能获取指定行的内容。 读取一行的内容 和 行号 参考网站： python读取文件同时输出行号和内容 httpoutofmemory.cncodesnippet3222pythonduqufiletongshioutputxinghaocontent 缺点：虽然这段代码可以获取到指定行的内容，但是，使用函数获取指定行内容的代价是：需要对所有行依次进行编号，可想运算量之大。 读取指定行的内容 参考网站： python 从指定行读取数据 httpblog.163.comxiaowei090513blogstatic11771835920140251257802 优点：读取的是缓存内的数据，速度快，并且代码简单。 知识点：python 按行写入文件 参考网站： python文件读写 httpcxymrzero.github.ioblog20150319pythonfile python读写文件 httpblog.csdn.netaduptarticledetails4435615 写一行（新建文件、替换现有文件） 执行输出： 这段代码的执行：如果有这个文件，那就将现有的文件里面的内容全部自动清空；如果没有这个文件，那就自动新建一个文件。 写一行（在原有文件后面追加写入） 输出： 实战：从字幕文件中提取字幕内容 github源代码网址：httpsgithub.comaobojaingyoutubesrttotxt 如何获取字幕文件 参考网站：httpswww.youtube.comwatchvd9ctcc2axcw 视频网站： httpswww.youtube.com 字幕提取网站：httpmo.dbxdb.comsetting.html 设计思路 输入是英文字幕文件和中文字幕文件，输出是英文配中文的txt文件 英文字幕文件 中文字幕文件 输出：英文配中文的txt文件 代码 运行输出 youtube subtitles download by mo.dbxdb.com youtube subtitles download by mo.dbxdb.com in this video i would like to explain the functionality of servos and how to convert conventional dc motors into homebuilt servos.,按行读取文件（逐行读取） 按行写入文件（逐行写入） 实战：从字幕文件中提取字幕内容 wait 2016年11月15日 星期二 使用的开发集成环境：pycharm 2016.1.4 使用的python的版本：python 2.7.10 知识点：python 按行读取文件 读取整个文件的内容 读取一行的内容（按行读文件的内容） 参考网站： python逐行读取文件内容 httpwww.cnblogs.comsysuoyjarchive201203142395789.html 缺点：它依赖于前后文的关系，所以不能获取指定行的内容。 读取一行的内容 和 行号 参考网站： python读取文件同时输出行号和内容 httpoutofmemory.cncodesnippet3222pythonduqufiletongshioutputxinghaocontent 缺点：虽然这段代码可以获取到指定行的内容，但是，使用函数获取指定行内容的代价是：需要对所有行依次进行编号，可想运算量之大。,python video servos and how to convert conventional dc motors into homebuilt
580,580,136963822,https://api.github.com/repos/AlexVishnev/Abstract-VM,A Virtual Machine that uses a stack to compute simple arithmetic expressions.,compute simple arithmetic expressions ,print asserts that the value at the top of the stack is an 8bit integer.,abstractvm abstractvm is a machine that uses a stack to compute simple arithmetic expressions.,abstractvm abstractvm is a machine that uses a stack to compute simple arithmetic expressions. these arithmetic expressions are provided to the machine as basic assembly,machine that uses a stack to compute simple arithmetic expressions
581,581,137455277,https://api.github.com/repos/Cloudxtreme/LxdMosaic,Used to manage multiple instance of lxd,manage multiple instance of lxd,this program contains the basic functionality to create and manage cloud config files and deploy them to containers through profiles onto one or many hosts.,lxd mosaic this is an application you can use to do basic management for multiple instances of lxd why most of the other lxd managers i saw are only used to manage one lxd instance which is no good as i have many they also dont really touch on profiles or cloud config which i make heavy use of.,lxd mosaic this is an application you can use to do basic management for multiple instances of lxd why most of the other lxd managers,is an application you can use to do basic management for multiple instances of multiple lxd
582,582,137158215,https://api.github.com/repos/Sando1/trafficSourceTracker.js,A replacement for Google Analytics utmz cookie. This can be used to collect data about source of traffic,collect data about source of traffic,this can be used to collect data about source of traffic for integration with crm google analytics classic used to provide a handy cookie which contained the traffic source information for the user visiting the site.,trafficsourcetracker.js a replacement for google analytics last non direct click tracking done by utmz cookie.,trafficsourcetracker.js a replacement for google analytics last non direct click tracking done by utmz cookie. this can be used to collect data about source of,replacement for google analytics last non direct click tracking done by utmz
583,583,137492400,https://api.github.com/repos/maurofloriano/a-bash-template,"A bash template (BaT) designed to make script development and command line argument management more robust, easier to implement, and easier to maintain",maintain,when arguments are correctly passed the script provides feedback on the success or failure of the script .bashtemplate.sh a one b two c three d four a bash template bat to ease argument parsing and management 0.2.0 usage bashtemplate.sh a alpha b bravo c charlie d delta a alpha alpha something descriptive b bravo bravo something descriptive c charlie charlie this is optional d delta delta something descriptive alpha is one bravo is two charlie is three delta is four custom configuration look for userconfig since abashtemplate is a bat the real value is to permit custom code to become wellintegrated to complete whatever is the required intent of the script run.,abashtemplate abashtemplate is a bash script that really does nothing at all.,abashtemplate abashtemplate is a bash script that really does nothing at all. its a template. but it does make scripting much easier... whats a bash,bash script to make script and command line nothing
584,584,136908159,https://api.github.com/repos/ScriptArts/mesh_maze,Blender add-on to generate a maze on any mesh,generate a maze on any mesh,after carving the maze along the edges the addon by default bevels all the edges in the selection to give the maze path some width and then extrudes the walls of the mesh outward to give the maze some height.,this blender addon runs a recursive back tracker maze algorithm over the selected part of any mesh to produce a maze.,this blender addon runs a recursive back tracker maze algorithm over the selected part of any mesh to produce a maze. a blender mesh structure,blender addon runs runs over the selected part of any mesh to produce a maze a blender mesh
585,585,137467792,https://api.github.com/repos/MatheusAmelco/python-pipedrive,Python API for interacting with the pipedrive.com API,interacting with the pipedrivecom API,feel free to add features though i welcome pull requests.,pythonpipedrive python library for interacting with the pipedrive.com api this is being developed for my specific use so theres no guarantee ill cover all of the aspects of the pipedrive api.,pythonpipedrive python library for interacting with the pipedrive.com api this is being developed for my specific use so theres no guarantee ill cover all of,python library for interacting with the pipedrivecom api
586,586,136898809,https://api.github.com/repos/saurabhdaware/vscode-terminal-manager,VSCode Extension to manage Terminals. Lets you add multiple optional terminals and easily switch through them.,manage Terminals Lets you add multiple optional terminals and easily switch through them ,extension settings click the edit icon in terminal manager activity bar to edit the terminal settings.,terminal manager terminal manager is a visual studio code extension to switch between various terminals.,terminal manager terminal manager is a visual studio code extension to switch between various terminals. features by default vscode lets us define only one link,visual studio code extension to switch between various terminals
587,587,136762098,https://api.github.com/repos/l0stfake7/mattermost-poll,Provides a slash command to create polls in Mattermost,create polls in Mattermost,mattermost poll provides a slash command to create polls in mattermost.,mattermost poll provides a slash command to create polls in mattermost.,mattermost poll provides a slash command to create polls in mattermost. by default a poll will only offer the options yes and no. however users,slash command to create polls in mattermost
588,588,136998674,https://api.github.com/repos/jimoxiaowei/vue-orgchart,A Vue component that wraps orgchart.js and supports scoped slots to customize nodes in chart,customize nodes in chart,vueorgchart a vue component that wraps orgchart.js and supports scoped slots to customize nodes in chart.,vueorgchart a vue component that wraps orgchart.js and supports scoped slots to customize nodes in chart.,vueorgchart a vue component that wraps orgchart.js and supports scoped slots to customize nodes in chart. support and ajax support are dropped since now you,vue component that wraps orgchartjs and supports scoped slots to customize nodes
589,589,137583150,https://api.github.com/repos/jeremenichelli/grossman,???? Utility belt to handle transformation matrices in DOM elements,handle transformation matrices in DOM elements,js import matrix from grossman const matrix new matrix matrix.rotateto40 matrix.tostring matrix3d0.7660440.642788000.6427880.7660440000100001 the library will treat the matrix string always as a 3d transform even if it only has 2d transformations applied.,grossman ðÿ“š utility belt to handle transformation matrices in dom elements the name of the library comes from stanley grossman author of elementary linear algebra book.,grossman ðÿ“š utility belt to handle transformation matrices in dom elements the name of the library comes from stanley grossman author of elementary linear algebra,utility belt to handle transformation matrices in
590,590,136584665,https://api.github.com/repos/zzl81cn/midway,A future-oriented web framework based on IoC and use Typescript to Improve the efficiency of full stack application development,Improve the efficiency of full stack application development,packages midway is comprised of many specialized packages.,midway midway is a node.js web framework written by typescript which uses the ioc injection mechanism to decouple the business logic of the application and make the development of large node.js application easier and more natural.,midway midway is a node.js web framework written by typescript which uses the ioc injection mechanism to decouple the business logic of the application and,midway is a nodejs web framework to decouple the business logic of the application and make the development of large nodejs application
591,591,137437770,https://api.github.com/repos/bkotos/php-hexdump,"A PHP utility for dumping the bytes of a file or stream in hexadecimal, octal, or binary.",dumping the bytes of a file or stream in hexadecimal octal or binary ,phphexdump a php utility for dumping the bytes of a file or stream in hexadecimal octal or binary.,phphexdump a php utility for dumping the bytes of a file or stream in hexadecimal octal or binary.,phphexdump a php utility for dumping the bytes of a file or stream in hexadecimal octal or binary. usage phphexdump accepts a path argument representing,php utility for dumping the bytes of a file or stream in hexadecimal or binary
592,592,137371780,https://api.github.com/repos/captn3m0/jekyll-timeago,:hourglass: Ruby library to compute distance of dates in words. Originally built for Jekyll.,Jekyll ,cli you can also use jekylltimeago from the command line jekylltimeago help jekylltimeago 201611 2 years and 6 months ago jekylltimeago 201611 locale fr il y a environ 2 années et 6 mois console starts a custom irb session with the timeago method included jekylltimeago console timeagodate.today today jekyll integration you have different options to install and use jekylltimeago into your jekyll project via jekyll plugin system install the gem to your system gem install jekylltimeago in your config.yml file add a new array with the key gems and the values of the gem names of the plugins you’d like to use.,jekylltimeago a ruby library to compute distance of dates in words with localization support.,jekylltimeago a ruby library to compute distance of dates in words with localization support. originally built for jekyll. main features compute distance of dates in,ruby library to compute distance of dates in words with localization
593,593,137061217,https://api.github.com/repos/nmfta-repo/nmfta-rfp_templates,A template for Motor Freight Carriers to use in procuring telematics systems and ensuring that these systems fullfill cybersecurity requirements.,use in procuring telematics systems and ensuring that these systems fullfill cybersecurity requirements ,this repository hosts a template request for proposals and some associated documents all documents are licensed under the creative commons 4.0 the template request for proposals capturing contract details and expectations for proposals from vendors the template requirements questionnaires for completing with functional technical requirements for the project as well as collecting readymade sets of cybersecurity requirements.,nmfta request for proposal contract template language documents a template for motor freight carriers to use in procuring telematics systems and ensuring that these systems fulfill cybersecurity requirements.,nmfta request for proposal contract template language documents a template for motor freight carriers to use in procuring telematics systems and ensuring that these systems,template for motor freight carriers to use in procuring telematics systems and ensuring that these systems fulfill cybersecurity
594,594,137610928,https://api.github.com/repos/johnsonsirv/sign-in-with-twitter,A Ruby on Rails application that demonstrates how to use the Sign in with Twitter workflow using the twitter gem and OmniAuth.,use the Sign in with Twitter workflow using the twitter gem and OmniAuth ,before submitting a bug report or feature request check to make sure it hasnt already been submitted.,sign in with twitter a ruby on rails application that demonstrates how to use the sign in with twitter workflow using the twitter gem and omniauth.,sign in with twitter a ruby on rails application that demonstrates how to use the sign in with twitter workflow using the twitter gem and,rails gem to use the sign in with twitter workflow using the twitter and omniauth
595,595,136608796,https://api.github.com/repos/preetkhaturia/AzureMLDeploy,A very simple way to deploy any machine learning model using Azure Functions,deploy any machine learning model using Azure Functions,copy and paste the code for run.csx create and copy the code to testpage.html make sure to change the endpoint names to the ones of your own function they can be accessed at the top of the code using link,azuremldeploy a very simple way to deploy any machine learning model using azure functions source code for an azure function app that makes it very simple and easy to deploy any machine learning model keras tensorflow pytorch xgboost lightgbm scikitlearn etc and consume it using any client application via rest apis.,azuremldeploy a very simple way to deploy any machine learning model using azure functions source code for an azure function app that makes it very,very simple way to deploy any machine learning model using azure functions source code
596,596,137574055,https://api.github.com/repos/okukunur/mappingAndPatrolling,Map the entire race world in Gazebo using Lidar and localize itself in the environment using SLAM. Enhance the mapping by using front_flea3 camera and computer vision techniques to follow a line. For velocity control used PID.,follow a line For velocity control used PID ,image below shows tuning of linear control.,perception mapping and patrolling tasks to achieve map the race world edit raceworld to include a line and follow as a loop.,perception mapping and patrolling tasks to achieve map the race world edit raceworld to include a line and follow as a loop. create launch file,mapping and patrolling tasks to achieve map the race
597,597,136755268,https://api.github.com/repos/Namesen/hackclub,???????? Hack Club is a nonprofit network of computer science clubs where members learn to code through tinkering and building projects,code through tinkering and building projects,hack club is a nonprofit network of studentled high school coding clubs.,hack club is a nonprofit network of studentled high school coding clubs.,hack club is a nonprofit network of studentled high school coding clubs. the typical hack club is led by 23 students has 1520 members and,nonprofit is a nonprofit network of club to code with hack
598,598,136975691,https://api.github.com/repos/LucasNetsupport/hdinsight-storm-examples,This is a repository for complete and easy to use samples that demonstrate the use of Apache Storm on HDInsight,use samples that demonstrate the use of Apache Storm on HDInsight,getting started official page apache storm for microsoft azure hdinsight getting started page getting started with hdinsight storm repository structure endtoend examples read more about them below eventcountexample scalability benchmark for microsoft azure eventhubsapache kafka on microsoft azure hdinsight iotexample internet of things connected cars scenario realtimeetlexample web request aggregation into hbase scpnetexamples examples that show api usage of scp.net lib java dependencies scripts automation scripts templates azure services templates tools helper tools running the examples each of the examples folder contains a that does the following prepare using creation of required services and resources in azure updating project properties and templates build using building the source code and use the properties created in previous step execute using upload jars and create topology packages as needed submitting the topologies to the hdinsight storm cluster an existing run configuration is first detected to provide idempotency in creation of azure resources.,hdinsightstormexamples this repository contains complete and easy to use examples that demonstrate the power of apache storm on microsoft azure hdinsight.,hdinsightstormexamples this repository contains complete and easy to use examples that demonstrate the power of apache storm on microsoft azure hdinsight. the .net examples are,repository contains complete and easy to use examples that demonstrate the power of apache storm on microsoft azure
599,599,136909051,https://api.github.com/repos/ErikPartridge/yr.no-forecast,Node.js module to get weather forecast data in JSON format from yr.no service.,get weather forecast data in JSON format from yrno service ,usage use the function to get a locationforecast object by calling the locationforecast api.,yr.noforecast wrapper to easily get weather data for a specified location in json format.,yr.noforecast wrapper to easily get weather data for a specified location in json format. uses yr.nointerface under the hood. see the api docs at yr.no.,wrapper to get weather data for a specified location in json format
600,600,137349659,https://api.github.com/repos/jpoley/skill-sample-nodejs-adventure-game,"This tool provides an easy to use front-end that allows developers to instantly deploy code for your story, or use the generated code as a starting point for more complex projects.",more complex projects ,speak to alexa through any enabled physical device through your browser with echosim.io or through your amazon mobile app and say text start text adventure customization amend .skill.json change the skill name example phrase icons testing instructions etc ... remember that interaction models are localespecific and must be changed for each locale enus engb dede etc.. see the skill manifest documentation for more information.,build an alexa gamebook skill this alexa sample skill is a template for a basic gamebook skill.,build an alexa gamebook skill this alexa sample skill is a template for a basic gamebook skill. provided with a branching text adventure from the,alexa sample is a alexa template for a basic game skill
601,601,136702402,https://api.github.com/repos/apruvd/apruvd-php-v4, Lightweight PHP SDK for integrating with version 4 of the Apruvd API ,integrating with version 4 of the Apruvd API,the following properties of the apimodel class are available to all responses with each response binding its own additional properties.,apruvdv4php lightweight php sdk for integrating with the apruvd api v4 services apiservice the main primary service containing 11 method mapping on available api endpoints.,apruvdv4php lightweight php sdk for integrating with the apruvd api v4 services apiservice the main primary service containing 11 method mapping on available api endpoints.,lightweight sdk for integrating with the apruvd api v4 services
602,602,136570808,https://api.github.com/repos/rorymarkham/javascript-2-afternoon-3,An afternoon project to help students solidify Callbacks.,help students solidify Callbacks ,just make sure to change the code to javascript es6.,project summary in this project well provide practice javascript problems to help you better understand .,project summary in this project well provide practice javascript problems to help you better understand . setup this repository. your fork. open with your code,[UNK] project to help solidify [UNK]
603,603,136584501,https://api.github.com/repos/ubsub/libubsub,Javascript library to support ubsub API calls and common middleware,support ubsub API calls and common middleware,its primary goals are to simplify making api calls to ubsub consuming events and validating events validating signatures simplifying complex systems socketio and wrapping in ubsub terminology installing functions to see a complete list of functions please see documentation.md express middleware the express middleware inspects the signature that comes in on the router via and denies the request if its not a wholly valid signature expiration app domain source etc.. validating the body once the signature has been validated it is then safe to parse and validate the request body.,libubsub libubsub provides a common set of functionality to connect and consume ubsubs api and pubsub events.,libubsub libubsub provides a common set of functionality to connect and consume ubsubs api and pubsub events. its primary goals are to simplify making api,provides a common middleware to connect and consume ubsubs api and pubsub events
604,604,136874684,https://api.github.com/repos/dasha-korotkykh/react-spectre-playground,Exercise ground for getting around React components,getting around React components,your app is ready to be deployed see the section about deployment for more information.,this project was bootstrapped with create react app.,this project was bootstrapped with create react app. available scripts in the project directory you can run runs the app in the development mode. open,react app to react the react
605,605,136560707,https://api.github.com/repos/hlolli/haul,"Haul is a command line tool for developing React Native apps, powered by Webpack",developing React Native apps powered by Webpack,a command line tool for developing react native apps haul is a dropin replacement for cli built on open tools like webpack.,a command line tool for developing react native apps haul is a dropin replacement for cli built on open tools like webpack.,a command line tool for developing react native apps haul is a dropin replacement for cli built on open tools like webpack. it can act,command line tool for developing react native apps
606,606,137261619,https://api.github.com/repos/Andrewsleao/Mage2Gen,Python library for generating Magento 2 module,generating Magento 2 module,for generating a module you dont want to define your php class or xml file for basic module concepts like observers plugins or controllers.,image httpstravisci.orgkrukasmage2gen.svgbranchmaster target httpstravisci.orgkrukasmage2gen mage2gen mage2gen is a python library for generating magento 2 modules.,image httpstravisci.orgkrukasmage2gen.svgbranchmaster target httpstravisci.orgkrukasmage2gen mage2gen mage2gen is a python library for generating magento 2 modules. it is build to be extendable with snippets for creating,python library for generating 2 2 modules
607,607,136644501,https://api.github.com/repos/hardik99/NibView,"Tiny Swift framework to reference nibs from anywhere - code, other nibs or storyboards ✨",reference nibs from anywhere code other nibs or storyboards ✨,nibview tiny swift framework to reference nibs from anywhere code other nibs or storyboards sparkles capabilities ✨ true rendering inside interface builder with and 📏 calculates correct intrinsic content size ♻️ referencing from other nibs and storyboards keeping them small ⌨️ loading from code with a simple ⚙️ integrates as little or as much play around with project 🕹️👈 usage subclass just subclass and optionally add attribute.,nibview tiny swift framework to reference nibs from anywhere code other nibs or storyboards sparkles capabilities ✨ true rendering inside interface builder with and 📏 calculates correct intrinsic content size ♻️ referencing from other nibs and storyboards keeping them small ⌨️ loading from code with a simple ⚙️ integrates as little or as much play around with project 🕹️👈 usage subclass just subclass and optionally add attribute.,nibview tiny swift framework to reference nibs from anywhere code other nibs or storyboards sparkles capabilities ✨ true rendering inside interface builder with and 📏,tiny framework to reference nibs from anywhere code
